Custom table,Dataflow,Dataflow name,Timespan,Last update of data,Downloaded at,Source,Source URL,Download URL,About Consolidated banking statistics
,"BIS,WS_CBS_PUB,1.0",Consolidated banking,2020-03-31 - 2020-12-31,2026-03-16,2026-03-19 14:00 CET,BIS,https://data.bis.org/topics/CBS/data?data_view=table&rows=L_REP_CTY%7CL_CP_COUNTRY&cols=TIME_PERIOD&filter=L_REP_CTY_TXT%3DAustralia%257CAustria%257CBelgium%257CCanada%257CChile%257CFinland%257CFrance%257CGermany%257CGreece%257CIndia%257CIreland%257CItaly%257CJapan%257CNetherlands%257CPortugal%257CSweden%257CSwitzerland%257CT%25C3%25BCrkiye%257CUnited%2520Kingdom%257CUnited%2520States%257CSpain%255EL_CP_COUNTRY_TXT%3DAustralia%257CAustria%257CBelgium%257CCanada%257CChile%257CFinland%257CFrance%257CGermany%257CGreece%257CIndia%257CIreland%257CItaly%257CJapan%257CKorea%257CNetherlands%257CPortugal%257CSpain%257CSweden%257CSwitzerland%257CT%25C3%25BCrkiye%257CUnited%2520Kingdom%257CUnited%2520States%255EL_POSITION%3DC%255ECURR_TYPE_BOOK%3DTO1%255EL_INSTR%3DA%255EL_CP_SECTOR%3DA%255EREM_MATURITY%3DA%255EL_MEASURE%3DS%255ECBS_BASIS%3DU%255ECBS_BANK_TYPE%3D4B%255ETIMESPAN%3D2020-01-01_2020-12-31,https://data.bis.org/topics/CBS/data?data_view=table&rows=L_REP_CTY%7CL_CP_COUNTRY&cols=TIME_PERIOD&filter=L_REP_CTY_TXT%3DAustralia%257CAustria%257CBelgium%257CCanada%257CChile%257CFinland%257CFrance%257CGermany%257CGreece%257CIndia%257CIreland%257CItaly%257CJapan%257CNetherlands%257CPortugal%257CSweden%257CSwitzerland%257CT%25C3%25BCrkiye%257CUnited%2520Kingdom%257CUnited%2520States%257CSpain%255EL_CP_COUNTRY_TXT%3DAustralia%257CAustria%257CBelgium%257CCanada%257CChile%257CFinland%257CFrance%257CGermany%257CGreece%257CIndia%257CIreland%257CItaly%257CJapan%257CKorea%257CNetherlands%257CPortugal%257CSpain%257CSweden%257CSwitzerland%257CT%25C3%25BCrkiye%257CUnited%2520Kingdom%257CUnited%2520States%255EL_POSITION%3DC%255ECURR_TYPE_BOOK%3DTO1%255EL_INSTR%3DA%255EL_CP_SECTOR%3DA%255EREM_MATURITY%3DA%255EL_MEASURE%3DS%255ECBS_BASIS%3DU%255ECBS_BANK_TYPE%3D4B%255ETIMESPAN%3D2020-01-01_2020-12-31&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code%2Clabel,https://data.bis.org/topics/CBS

Reporting country,Counterparty country,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Netherlands,Austria,10892.176,11732.622,10655.087,10041.749
Netherlands,Belgium,,,,
Netherlands,Canada,20891.915,19609.367,18854.48,17832.591
Netherlands,Chile,,,,
Netherlands,Finland,10271.315,10177.583,10097.961,9420.826
Netherlands,France,114197.427,106950.439,106324.467,92986.367
Netherlands,Germany,221946.205,208069.29,197004.307,179535.538
Netherlands,Greece,2075.122,1654.524,1708.099,1727.179
Netherlands,India,,,,
Netherlands,Ireland,38342.48,38392.862,28065.054,25466.995
Netherlands,Italy,25949.267,26055.497,22546.529,21585.794
Netherlands,Japan,14710.421,28015.222,17538.745,28748.322
Netherlands,Korea,,,,
Netherlands,Netherlands,1548744.843,1497100.962,1410009.929,1299908.344
Netherlands,Portugal,1930.687,1893.744,1824.693,1840.581
Netherlands,Spain,49622.833,48746.649,43348.752,42262.366
Netherlands,Sweden,5406.995,5472.256,5459.643,5514.464
Netherlands,Switzerland,34578.439,31414.943,30251.569,39665.415
Netherlands,Türkiye,,,,
Netherlands,United Kingdom,100982.728,119137.337,105303.782,90638.546
Netherlands,United States,265158.236,282439.729,262599.235,290604.04
Portugal,Australia,62.187,85.189,114.688,100.166
Portugal,Austria,242.374,278.08,220.669,402.511
Portugal,Belgium,414.211,464.759,389.994,471.24
Portugal,Canada,162.752,155.733,159.116,150.011
Portugal,Chile,66.157,61.327,48.261,
Portugal,Finland,303.329,278.113,258.881,331.442
Portugal,France,7442.594,7042.597,6779.681,6367.431
Portugal,Germany,3087.925,2725.199,2679.705,2708.906
Portugal,Greece,384.293,535.799,692.604,764.174
Portugal,India,,,,
Portugal,Ireland,1956.55,1867.909,1794.071,1767.791
Portugal,Italy,11363.658,10681.315,9814.995,7853.599
Portugal,Japan,149.701,146.638,173.945,157.769
Portugal,Korea,5.305,7.817,7.812,9.904
Portugal,Netherlands,2727.581,2179.68,1968.771,1869.877
Portugal,Portugal,300345.915,282829.375,271394.265,254563.373
Portugal,Spain,17718.587,17252.233,16728.251,15071.729
Portugal,Sweden,169.337,149.803,114.352,107.763
Portugal,Switzerland,2223.067,2162.442,1918.719,1974.522
Portugal,Türkiye,,,,
Portugal,United Kingdom,2474.401,2726.439,2675.43,2597.738
Portugal,United States,2655.5,2353.049,2519.652,2577.525
Spain,Australia,2730.571,2215.083,2262.191,2043.969
Spain,Austria,6908.663,6820.38,6547.905,6293.391
Spain,Belgium,7189.725,7080.96,7051.764,7440.973
Spain,Canada,5563.531,5688.375,5556.801,5448.547
Spain,Chile,68410.401,61057.37,59180.287,53405.911
Spain,Finland,5933.784,5772.942,5485.25,4671.433
Spain,France,88484.773,93989.346,110311.354,94910.608
Spain,Germany,82269.531,78053.855,79466.843,75133.223
Spain,Greece,409.757,444.719,551.849,848.737
Spain,India,736.176,841.293,843.251,112.067
Spain,Ireland,24873.262,24764.438,18558.523,19693.747
Spain,Italy,105604.55,96665.769,98905.963,88103.661
Spain,Japan,12615.278,16554.837,11925.61,11326.798
Spain,Korea,3148.947,2762.751,2183.408,2445.773
Spain,Netherlands,21399.576,20381.606,21618.217,22789.204
Spain,Portugal,128978.226,122044.898,118895.143,109270.92
Spain,Spain,2116948.514,1995859.009,1911494.6,1702778.621
Spain,Sweden,7663.962,6990.247,6594.518,6182.603
Spain,Switzerland,11028.652,10753.957,11425.713,11193.763
Spain,Türkiye,63942.408,58850.847,61930.552,61386.351
Spain,United Kingdom,488256.911,452208.405,439817.41,423206.358
Spain,United States,296966.109,298173.234,300552.033,305657.194
Sweden,Australia,585.789,897.385,938.536,724.565
Sweden,Austria,827.535,785.386,767.029,347.621
Sweden,Belgium,835.527,557.776,814.36,1127.0
Sweden,Canada,638.252,950.242,986.323,1226.599
Sweden,Chile,242.208,193.321,191.385,207.119
Sweden,Finland,46596.482,52655.663,53292.899,51232.928
Sweden,France,3244.931,3859.584,3747.099,4064.639
Sweden,Germany,28310.91,28481.865,26435.65,28996.002
Sweden,Greece,,,,
Sweden,India,,,,
Sweden,Ireland,3301.223,3821.218,4340.195,3500.679
Sweden,Italy,103.273,64.789,54.757,54.434
Sweden,Japan,2157.966,1455.866,1269.358,1626.702
Sweden,Korea,256.783,242.256,225.243,288.535
Sweden,Netherlands,11889.858,10940.639,10474.707,9939.119
Sweden,Portugal,200.577,166.548,150.17,146.306
Sweden,Spain,496.535,503.316,459.557,341.4
Sweden,Sweden,772422.298,701301.376,699067.437,626319.534
Sweden,Switzerland,1873.555,3298.199,2097.099,8964.604
Sweden,Türkiye,234.655,248.723,254.907,280.628
Sweden,United Kingdom,52230.214,49409.54,45078.049,44198.277
Sweden,United States,23148.386,46940.52,59366.347,52615.458
Switzerland,Australia,,,,
Switzerland,Austria,10188.285,10654.15,10826.286,10299.558
Switzerland,Belgium,,,,
Switzerland,Canada,28264.926,26585.069,29201.015,30957.026
Switzerland,Chile,,,,
Switzerland,Finland,,,,
Switzerland,France,65672.155,65370.224,75234.44,65924.056
Switzerland,Germany,83817.817,87745.565,83041.223,91818.204
Switzerland,Greece,,,,
Switzerland,India,,,,
Switzerland,Ireland,35074.099,34398.359,28684.821,26914.505
Switzerland,Italy,15268.239,18456.467,14200.279,14076.857
Switzerland,Japan,,,,
Switzerland,Korea,,,,
Switzerland,Netherlands,,,,
Switzerland,Portugal,,,,
Switzerland,Spain,11756.106,10695.983,11207.512,13062.562
Switzerland,Sweden,,,,
Switzerland,Switzerland,1850754.06,1810460.937,1728137.262,1650711.005
Switzerland,Türkiye,,,,
Switzerland,United Kingdom,150770.05,155356.187,156519.432,164443.38
Switzerland,United States,590646.249,554108.949,554648.757,622904.924
Türkiye,Australia,7.27,7.337,5.693,3.998
Türkiye,Austria,137.0,118.209,129.854,123.745
Türkiye,Belgium,70.684,309.669,228.05,740.276
Türkiye,Canada,15.767,21.866,10.867,59.755
Türkiye,Chile,0.015,0.151,0.002,0.005
Türkiye,Finland,0.732,1.252,1.349,2.718
Türkiye,France,519.757,618.253,617.717,685.201
Türkiye,Germany,2354.035,3263.021,3327.703,3444.594
Türkiye,Greece,60.784,62.772,49.792,53.607
Türkiye,India,0.438,0.353,0.38,2.793
Türkiye,Ireland,800.552,800.326,800.336,800.739
Türkiye,Italy,188.082,84.105,60.831,56.955
Türkiye,Japan,199.891,194.706,210.282,255.064
Türkiye,Korea,0.215,0.084,11.919,0.141
Türkiye,Netherlands,1070.863,1061.106,1050.903,1060.455
Türkiye,Portugal,1.169,0.719,3.343,0.421
Türkiye,Spain,17.359,7.631,6.026,7.457
Türkiye,Sweden,5.526,143.4,9.009,7.797
Türkiye,Switzerland,297.654,304.392,278.329,342.914
Türkiye,Türkiye,594667.697,551795.213,555525.054,518160.897
Türkiye,United Kingdom,2179.312,2328.352,1937.569,3231.978
Türkiye,United States,4357.809,6180.644,5923.595,5180.531
United Kingdom,Australia,74241.0,63675.0,62810.0,59490.0
United Kingdom,Austria,5484.0,5398.0,6036.0,5940.0
United Kingdom,Belgium,7477.0,7421.0,8662.0,9694.0
United Kingdom,Canada,132083.0,123671.0,121884.0,111047.0
United Kingdom,Chile,2597.0,3045.0,3135.0,3511.0
United Kingdom,Finland,8008.0,7505.0,7651.0,7459.0
United Kingdom,France,365842.0,347595.0,303177.0,300516.0
United Kingdom,Germany,216384.0,200587.0,199011.0,170774.0
United Kingdom,Greece,3123.0,1495.0,1609.0,5700.0
United Kingdom,India,67967.0,65430.0,65540.0,69663.0
United Kingdom,Ireland,81833.0,75888.0,73699.0,69317.0
United Kingdom,Italy,22278.0,24619.0,23875.0,26400.0
United Kingdom,Japan,205667.0,216928.0,206383.0,216682.0
United Kingdom,Korea,99328.0,89037.0,88413.0,88396.0
United Kingdom,Netherlands,72820.0,74808.0,69665.0,65772.0
United Kingdom,Portugal,1130.0,1899.0,2614.0,2765.0
United Kingdom,Spain,25459.0,23856.0,22095.0,22358.0
United Kingdom,Sweden,15560.0,13891.0,11797.0,13003.0
United Kingdom,Switzerland,74541.0,63910.0,50529.0,36408.0
United Kingdom,Türkiye,13504.0,12625.0,11334.0,11503.0
United Kingdom,United Kingdom,3155735.0,3016374.0,2843227.0,2772706.0
United Kingdom,United States,1022389.0,1034343.0,1047214.0,1112503.0
United States,Australia,122750.0,113795.0,122171.0,120137.0
United States,Austria,8009.0,8971.0,9301.0,12095.0
United States,Belgium,27388.0,29437.0,30611.0,40932.0
United States,Canada,154062.0,142871.0,144832.0,154947.0
United States,Chile,8062.0,9488.0,11775.0,12315.0
United States,Finland,9299.0,14525.0,12667.0,16052.0
United States,France,227127.0,205287.0,187387.0,207347.0
United States,Germany,344379.0,339104.0,323388.0,288012.0
United States,Greece,2340.0,1965.0,2288.0,4608.0
United States,India,67321.0,67766.0,67652.0,70523.0
United States,Ireland,93136.0,93487.0,91338.0,101932.0
United States,Italy,56084.0,61806.0,63332.0,56513.0
United States,Japan,438314.0,467295.0,473811.0,453400.0
United States,Korea,103283.0,95750.0,92686.0,90143.0
United States,Netherlands,57057.0,65500.0,66768.0,68201.0
United States,Portugal,3181.0,3289.0,2080.0,3083.0
United States,Spain,36514.0,38940.0,41885.0,36619.0
United States,Sweden,21072.0,23268.0,23279.0,23372.0
United States,Switzerland,60002.0,60098.0,60976.0,64748.0
United States,Türkiye,11185.0,9609.0,11860.0,9495.0
United States,United Kingdom,477582.0,444105.0,460547.0,459365.0
United States,United States,13286775.0,13183031.0,13183329.0,12700614.0
""
